Count,File Name,Type,District,ID,_1_XY,_2_XY,_3_XY,_4_XY,Position X,Position Y
1,District 3 Pi,Exclusive,�,"4512, -1104","4528, -1088","4528, -1120","4496, -1120","4496, -1088",4512.0000,-1104.0000
1,District 3 Pi,Exclusive,�,"4512, 1136","4528, 1120","4528, 1152","4496, 1152","4496, 1120",4512.0000,1136.0000
1,District 3 Pi,Exclusive,�,"4512, -1136","4528, -1120","4528, -1152","4496, -1152","4496, -1120",4512.0000,-1136.0000
1,District 3 Pi,Exclusive,�,"4512, 1168","4528, 1152","4528, 1184","4496, 1184","4496, 1152",4512.0000,1168.0000
1,District 3 Pi,Exclusive,�,"4512, -1168","4528, -1152","4528, -1184","4496, -1184","4496, -1152",4512.0000,-1168.0000
1,District 3 Pi,Exclusive,�,"4768, 752","4752, 736","4752, 768","4784, 768","4784, 736",4768.0000,752.0000
1,District 3 Pi,Exclusive,�,"4768, -752","4752, -736","4752, -768","4784, -768","4784, -736",4768.0000,-752.0000
1,District 3 Pi,Exclusive,�,"4768, 784","4752, 768","4752, 800","4784, 800","4784, 768",4768.0000,784.0000
1,District 3 Pi,Exclusive,�,"4768, -784","4752, -768","4752, -800","4784, -800","4784, -768",4768.0000,-784.0000
1,District 3 Pi,Exclusive,�,"4768, 816","4752, 800","4752, 832","4784, 832","4784, 800",4768.0000,816.0000
1,District 3 Pi,Exclusive,�,"4768, -816","4752, -800","4752, -832","4784, -832","4784, -800",4768.0000,-816.0000
1,District 3 Pi,Exclusive,�,"4800, 752","4784, 736","4784, 768","4816, 768","4816, 736",4800.0000,752.0000
1,District 3 Pi,Exclusive,�,"4800, -752","4784, -736","4784, -768","4816, -768","4816, -736",4800.0000,-752.0000
1,District 3 Pi,Exclusive,�,"4800, 816","4784, 800","4784, 832","4816, 832","4816, 800",4800.0000,816.0000
1,District 3 Pi,Exclusive,�,"4800, -816","4784, -800","4784, -832","4816, -832","4816, -800",4800.0000,-816.0000
1,District 3 Pi,Exclusive,�,"4832, 752","4816, 736","4816, 768","4848, 768","4848, 736",4832.0000,752.0000
1,District 3 Pi,Exclusive,�,"4832, -752","4816, -736","4816, -768","4848, -768","4848, -736",4832.0000,-752.0000
1,District 3 Pi,Exclusive,�,"4832, 784","4816, 768","4816, 800","4848, 800","4848, 768",4832.0000,784.0000
1,District 3 Pi,Exclusive,�,"4832, -784","4816, -768","4816, -800","4848, -800","4848, -768",4832.0000,-784.0000
1,District 3 Pi,Exclusive,�,"4832, 816","4816, 800","4816, 832","4848, 832","4848, 800",4832.0000,816.0000
1,District 3 Pi,Exclusive,�,"4832, -816","4816, -800","4816, -832","4848, -832","4848, -800",4832.0000,-816.0000
1,District 3 Pi,Exclusive,�,"5328, 2560","5344, 2544","5344, 2576","5312, 2576","5312, 2544",5328.0000,2560.0000
1,District 3 Pi,Exclusive,�,"5328, -2560","5344, -2544","5344, -2576","5312, -2576","5312, -2544",5328.0000,-2560.0000
1,District 3 Pi,Exclusive,�,"5328, 2592","5344, 2576","5344, 2608","5312, 2608","5312, 2576",5328.0000,2592.0000
1,District 3 Pi,Exclusive,�,"5328, -2592","5344, -2576","5344, -2608","5312, -2608","5312, -2576",5328.0000,-2592.0000
1,District 3 Pi,Exclusive,�,"5328, 2624","5344, 2608","5344, 2640","5312, 2640","5312, 2608",5328.0000,2624.0000
1,District 3 Pi,Exclusive,�,"5328, -2624","5344, -2608","5344, -2640","5312, -2640","5312, -2608",5328.0000,-2624.0000
1,District 3 Pi,Exclusive,�,"5360, 2560","5376, 2544","5376, 2576","5344, 2576","5344, 2544",5360.0000,2560.0000
1,District 3 Pi,Exclusive,�,"5360, -2560","5376, -2544","5376, -2576","5344, -2576","5344, -2544",5360.0000,-2560.0000
1,District 3 Pi,Exclusive,�,"5360, 2624","5376, 2608","5376, 2640","5344, 2640","5344, 2608",5360.0000,2624.0000
1,District 3 Pi,Exclusive,�,"5360, -2624","5376, -2608","5376, -2640","5344, -2640","5344, -2608",5360.0000,-2624.0000
1,District 3 Pi,Exclusive,�,"5392, 2560","5408, 2544","5408, 2576","5376, 2576","5376, 2544",5392.0000,2560.0000
1,District 3 Pi,Exclusive,�,"5392, -2560","5408, -2544","5408, -2576","5376, -2576","5376, -2544",5392.0000,-2560.0000
1,District 3 Pi,Exclusive,�,"5392, 2592","5408, 2576","5408, 2608","5376, 2608","5376, 2576",5392.0000,2592.0000
1,District 3 Pi,Exclusive,�,"5392, -2592","5408, -2576","5408, -2608","5376, -2608","5376, -2576",5392.0000,-2592.0000
1,District 3 Pi,Exclusive,�,"5392, 2624","5408, 2608","5408, 2640","5376, 2640","5376, 2608",5392.0000,2624.0000
1,District 3 Pi,Exclusive,�,"5392, -2624","5408, -2608","5408, -2640","5376, -2640","5376, -2608",5392.0000,-2624.0000
1,District 3 Pi,Exclusive,�,"6368, 754","6384, 738","6384, 770","6352, 770","6352, 738",6368.0000,754.0000
1,District 3 Pi,Exclusive,�,"6368, -754","6384, -738","6384, -770","6352, -770","6352, -738",6368.0000,-754.0000
1,District 3 Pi,Exclusive,�,"6368, 786","6384, 770","6384, 802","6352, 802","6352, 770",6368.0000,786.0000
1,District 3 Pi,Exclusive,�,"6368, -786","6384, -770","6384, -802","6352, -802","6352, -770",6368.0000,-786.0000
1,District 3 Pi,Exclusive,�,"6368, 818","6384, 802","6384, 834","6352, 834","6352, 802",6368.0000,818.0000
1,District 3 Pi,Exclusive,�,"6368, -818","6384, -802","6384, -834","6352, -834","6352, -802",6368.0000,-818.0000
1,District 3 Pi,Exclusive,�,"6400, 754","6416, 738","6416, 770","6384, 770","6384, 738",6400.0000,754.0000
1,District 3 Pi,Exclusive,�,"6400, -754","6416, -738","6416, -770","6384, -770","6384, -738",6400.0000,-754.0000
1,District 3 Pi,Exclusive,�,"6400, 818","6416, 802","6416, 834","6384, 834","6384, 802",6400.0000,818.0000
1,District 3 Pi,Exclusive,�,"6400, -818","6416, -802","6416, -834","6384, -834","6384, -802",6400.0000,-818.0000
1,District 3 Pi,Exclusive,�,"6432, 754","6448, 738","6448, 770","6416, 770","6416, 738",6432.0000,754.0000
1,District 3 Pi,Exclusive,�,"6432, -754","6448, -738","6448, -770","6416, -770","6416, -738",6432.0000,-754.0000
1,District 3 Pi,Exclusive,�,"6432, 786","6448, 770","6448, 802","6416, 802","6416, 770",6432.0000,786.0000
1,District 3 Pi,Exclusive,�,"6432, -786","6448, -770","6448, -802","6416, -802","6416, -770",6432.0000,-786.0000
1,District 3 Pi,Exclusive,�,"6432, 818","6448, 802","6448, 834","6416, 834","6416, 802",6432.0000,818.0000
1,District 3 Pi,Exclusive,�,"6432, -818","6448, -802","6448, -834","6416, -834","6416, -802",6432.0000,-818.0000
1,District 3 Pi,Exclusive,�,"6688, 1104","6672, 1088","6672, 1120","6704, 1120","6704, 1088",6688.0000,1104.0000
1,District 3 Pi,Exclusive,�,"6688, -1104","6672, -1088","6672, -1120","6704, -1120","6704, -1088",6688.0000,-1104.0000
1,District 3 Pi,Exclusive,�,"6688, 1136","6672, 1120","6672, 1152","6704, 1152","6704, 1120",6688.0000,1136.0000
1,District 3 Pi,Exclusive,�,"6688, -1136","6672, -1120","6672, -1152","6704, -1152","6704, -1120",6688.0000,-1136.0000
1,District 3 Pi,Exclusive,�,"6688, 1168","6672, 1152","6672, 1184","6704, 1184","6704, 1152",6688.0000,1168.0000
1,District 3 Pi,Exclusive,�,"6688, -1168","6672, -1152","6672, -1184","6704, -1184","6704, -1152",6688.0000,-1168.0000
1,District 3 Pi,Exclusive,�,"6720, 1104","6704, 1088","6704, 1120","6736, 1120","6736, 1088",6720.0000,1104.0000
1,District 3 Pi,Exclusive,�,"6720, -1104","6704, -1088","6704, -1120","6736, -1120","6736, -1088",6720.0000,-1104.0000
1,District 3 Pi,Exclusive,�,"6720, 1168","6704, 1152","6704, 1184","6736, 1184","6736, 1152",6720.0000,1168.0000
1,District 3 Pi,Exclusive,�,"6720, -1168","6704, -1152","6704, -1184","6736, -1184","6736, -1152",6720.0000,-1168.0000
1,District 3 Pi,Exclusive,�,"6752, 1104","6736, 1088","6736, 1120","6768, 1120","6768, 1088",6752.0000,1104.0000
1,District 3 Pi,Exclusive,�,"6752, -1104","6736, -1088","6736, -1120","6768, -1120","6768, -1088",6752.0000,-1104.0000
1,District 3 Pi,Exclusive,�,"6752, 1136","6736, 1120","6736, 1152","6768, 1152","6768, 1120",6752.0000,1136.0000
1,District 3 Pi,Exclusive,�,"6752, -1136","6736, -1120","6736, -1152","6768, -1152","6768, -1120",6752.0000,-1136.0000
1,District 3 Pi,Exclusive,�,"6752, 1168","6736, 1152","6736, 1184","6768, 1184","6768, 1152",6752.0000,1168.0000
1,District 3 Pi,Exclusive,�,"6752, -1168","6736, -1152","6736, -1184","6768, -1184","6768, -1152",6752.0000,-1168.0000
1,District 6 Sigma,Exclusive,?,"-3168, 368","-3184, 352","-3184, 384","-3152, 384","-3152, 352",-3168.0000,368.0000
1,District 6 Sigma,Exclusive,?,"-3168, -368","-3184, -352","-3184, -384","-3152, -384","-3152, -352",-3168.0000,-368.0000
1,District 6 Sigma,Exclusive,?,"-3168, 400","-3184, 384","-3184, 416","-3152, 416","-3152, 384",-3168.0000,400.0000
1,District 6 Sigma,Exclusive,?,"-3168, -400","-3184, -384","-3184, -416","-3152, -416","-3152, -384",-3168.0000,-400.0000
1,District 6 Sigma,Exclusive,?,"-3168, 432","-3184, 416","-3184, 448","-3152, 448","-3152, 416",-3168.0000,432.0000
1,District 6 Sigma,Exclusive,?,"-3168, -432","-3184, -416","-3184, -448","-3152, -448","-3152, -416",-3168.0000,-432.0000
1,District 6 Sigma,Exclusive,?,"-3200, 368","-3216, 352","-3216, 384","-3184, 384","-3184, 352",-3200.0000,368.0000
1,District 6 Sigma,Exclusive,?,"-3200, -368","-3216, -352","-3216, -384","-3184, -384","-3184, -352",-3200.0000,-368.0000
1,District 6 Sigma,Exclusive,?,"-3200, 432","-3216, 416","-3216, 448","-3184, 448","-3184, 416",-3200.0000,432.0000
1,District 6 Sigma,Exclusive,?,"-3200, -432","-3216, -416","-3216, -448","-3184, -448","-3184, -416",-3200.0000,-432.0000
1,District 6 Sigma,Exclusive,?,"-3232, 368","-3248, 352","-3248, 384","-3216, 384","-3216, 352",-3232.0000,368.0000
1,District 6 Sigma,Exclusive,?,"-3232, -368","-3248, -352","-3248, -384","-3216, -384","-3216, -352",-3232.0000,-368.0000
1,District 6 Sigma,Exclusive,?,"-3232, 400","-3248, 384","-3248, 416","-3216, 416","-3216, 384",-3232.0000,400.0000
1,District 6 Sigma,Exclusive,?,"-3232, -400","-3248, -384","-3248, -416","-3216, -416","-3216, -384",-3232.0000,-400.0000
1,District 6 Sigma,Exclusive,?,"-3232, 432","-3248, 416","-3248, 448","-3216, 448","-3216, 416",-3232.0000,432.0000
1,District 6 Sigma,Exclusive,?,"-3232, -432","-3248, -416","-3248, -448","-3216, -448","-3216, -416",-3232.0000,-432.0000
1,District 6 Sigma,Exclusive,?,"-3478, 0","-3462, -16","-3462, 16","-3494, 16","-3494, -16",-3478.0000,0.0000
1,District 6 Sigma,Exclusive,?,"-3478, 32","-3462, 16","-3462, 48","-3494, 48","-3494, 16",-3478.0000,32.0000
1,District 6 Sigma,Exclusive,?,"-3478, -32","-3462, -48","-3462, -16","-3494, -16","-3494, -48",-3478.0000,-32.0000
1,District 6 Sigma,Exclusive,?,"-3510, 32","-3494, 16","-3494, 48","-3526, 48","-3526, 16",-3510.0000,32.0000
1,District 6 Sigma,Exclusive,?,"-3510, -32","-3494, -48","-3494, -16","-3526, -16","-3526, -48",-3510.0000,-32.0000
1,District 6 Sigma,Exclusive,?,"-3542, 0","-3526, -16","-3526, 16","-3558, 16","-3558, -16",-3542.0000,0.0000
1,District 6 Sigma,Exclusive,?,"-3542, 32","-3526, 16","-3526, 48","-3558, 48","-3558, 16",-3542.0000,32.0000
1,District 6 Sigma,Exclusive,?,"-3542, -32","-3526, -48","-3526, -16","-3558, -16","-3558, -48",-3542.0000,-32.0000
1,District 6 Sigma,Exclusive,?,"-4048, 1824","-4064, 1808","-4064, 1840","-4032, 1840","-4032, 1808",-4048.0000,1824.0000
1,District 6 Sigma,Exclusive,?,"-4048, -1824","-4064, -1808","-4064, -1840","-4032, -1840","-4032, -1808",-4048.0000,-1824.0000
1,District 6 Sigma,Exclusive,?,"-4048, 1856","-4064, 1840","-4064, 1872","-4032, 1872","-4032, 1840",-4048.0000,1856.0000
1,District 6 Sigma,Exclusive,?,"-4048, -1856","-4064, -1840","-4064, -1872","-4032, -1872","-4032, -1840",-4048.0000,-1856.0000
1,District 6 Sigma,Exclusive,?,"-4048, 1888","-4064, 1872","-4064, 1904","-4032, 1904","-4032, 1872",-4048.0000,1888.0000
1,District 6 Sigma,Exclusive,?,"-4048, -1888","-4064, -1872","-4064, -1904","-4032, -1904","-4032, -1872",-4048.0000,-1888.0000
1,District 6 Sigma,Exclusive,?,"-4080, 1824","-4096, 1808","-4096, 1840","-4064, 1840","-4064, 1808",-4080.0000,1824.0000
1,District 6 Sigma,Exclusive,?,"-4080, -1824","-4096, -1808","-4096, -1840","-4064, -1840","-4064, -1808",-4080.0000,-1824.0000
1,District 6 Sigma,Exclusive,?,"-4080, 1888","-4096, 1872","-4096, 1904","-4064, 1904","-4064, 1872",-4080.0000,1888.0000
1,District 6 Sigma,Exclusive,?,"-4080, -1888","-4096, -1872","-4096, -1904","-4064, -1904","-4064, -1872",-4080.0000,-1888.0000
1,District 6 Sigma,Exclusive,?,"-4112, 1824","-4128, 1808","-4128, 1840","-4096, 1840","-4096, 1808",-4112.0000,1824.0000
1,District 6 Sigma,Exclusive,?,"-4112, -1824","-4128, -1808","-4128, -1840","-4096, -1840","-4096, -1808",-4112.0000,-1824.0000
1,District 6 Sigma,Exclusive,?,"-4112, 1856","-4128, 1840","-4128, 1872","-4096, 1872","-4096, 1840",-4112.0000,1856.0000
1,District 6 Sigma,Exclusive,?,"-4112, -1856","-4128, -1840","-4128, -1872","-4096, -1872","-4096, -1840",-4112.0000,-1856.0000
1,District 6 Sigma,Exclusive,?,"-4112, 1888","-4128, 1872","-4128, 1904","-4096, 1904","-4096, 1872",-4112.0000,1888.0000
1,District 6 Sigma,Exclusive,?,"-4112, -1888","-4128, -1872","-4128, -1904","-4096, -1904","-4096, -1872",-4112.0000,-1888.0000
1,District 6 Sigma,Exclusive,?,"-4768, 754","-4752, 738","-4752, 770","-4784, 770","-4784, 738",-4768.0000,754.0000
1,District 6 Sigma,Exclusive,?,"-4768, -754","-4752, -738","-4752, -770","-4784, -770","-4784, -738",-4768.0000,-754.0000
1,District 6 Sigma,Exclusive,?,"-4768, 786","-4752, 770","-4752, 802","-4784, 802","-4784, 770",-4768.0000,786.0000
1,District 6 Sigma,Exclusive,?,"-4768, -786","-4752, -770","-4752, -802","-4784, -802","-4784, -770",-4768.0000,-786.0000
1,District 6 Sigma,Exclusive,?,"-4768, 818","-4752, 802","-4752, 834","-4784, 834","-4784, 802",-4768.0000,818.0000
1,District 6 Sigma,Exclusive,?,"-4768, -818","-4752, -802","-4752, -834","-4784, -834","-4784, -802",-4768.0000,-818.0000
1,District 6 Sigma,Exclusive,?,"-4800, 754","-4784, 738","-4784, 770","-4816, 770","-4816, 738",-4800.0000,754.0000
1,District 6 Sigma,Exclusive,?,"-4800, -754","-4784, -738","-4784, -770","-4816, -770","-4816, -738",-4800.0000,-754.0000
1,District 6 Sigma,Exclusive,?,"-4800, 818","-4784, 802","-4784, 834","-4816, 834","-4816, 802",-4800.0000,818.0000
1,District 6 Sigma,Exclusive,?,"-4800, -818","-4784, -802","-4784, -834","-4816, -834","-4816, -802",-4800.0000,-818.0000
1,District 6 Sigma,Exclusive,?,"-4832, 754","-4816, 738","-4816, 770","-4848, 770","-4848, 738",-4832.0000,754.0000
1,District 6 Sigma,Exclusive,?,"-4832, -754","-4816, -738","-4816, -770","-4848, -770","-4848, -738",-4832.0000,-754.0000
1,District 6 Sigma,Exclusive,?,"-4832, 786","-4816, 770","-4816, 802","-4848, 802","-4848, 770",-4832.0000,786.0000
1,District 6 Sigma,Exclusive,?,"-4832, -786","-4816, -770","-4816, -802","-4848, -802","-4848, -770",-4832.0000,-786.0000
1,District 6 Sigma,Exclusive,?,"-4832, 818","-4816, 802","-4816, 834","-4848, 834","-4848, 802",-4832.0000,818.0000
1,District 6 Sigma,Exclusive,?,"-4832, -818","-4816, -802","-4816, -834","-4848, -834","-4848, -802",-4832.0000,-818.0000
1,District 6 Sigma,Exclusive,?,"-6368, 752","-6384, 736","-6384, 768","-6352, 768","-6352, 736",-6368.0000,752.0000
1,District 6 Sigma,Exclusive,?,"-6368, -752","-6384, -736","-6384, -768","-6352, -768","-6352, -736",-6368.0000,-752.0000
1,District 6 Sigma,Exclusive,?,"-6368, 784","-6384, 768","-6384, 800","-6352, 800","-6352, 768",-6368.0000,784.0000
1,District 6 Sigma,Exclusive,?,"-6368, -784","-6384, -768","-6384, -800","-6352, -800","-6352, -768",-6368.0000,-784.0000
1,District 6 Sigma,Exclusive,?,"-6368, 816","-6384, 800","-6384, 832","-6352, 832","-6352, 800",-6368.0000,816.0000
1,District 6 Sigma,Exclusive,?,"-6368, -816","-6384, -800","-6384, -832","-6352, -832","-6352, -800",-6368.0000,-816.0000
1,District 6 Sigma,Exclusive,?,"-6400, 752","-6416, 736","-6416, 768","-6384, 768","-6384, 736",-6400.0000,752.0000
1,District 6 Sigma,Exclusive,?,"-6400, -752","-6416, -736","-6416, -768","-6384, -768","-6384, -736",-6400.0000,-752.0000
1,District 6 Sigma,Exclusive,?,"-6400, 816","-6416, 800","-6416, 832","-6384, 832","-6384, 800",-6400.0000,816.0000
1,District 6 Sigma,Exclusive,?,"-6400, -816","-6416, -800","-6416, -832","-6384, -832","-6384, -800",-6400.0000,-816.0000
1,District 6 Sigma,Exclusive,?,"-6432, 752","-6448, 736","-6448, 768","-6416, 768","-6416, 736",-6432.0000,752.0000
1,District 6 Sigma,Exclusive,?,"-6432, -752","-6448, -736","-6448, -768","-6416, -768","-6416, -736",-6432.0000,-752.0000
1,District 6 Sigma,Exclusive,?,"-6432, 784","-6448, 768","-6448, 800","-6416, 800","-6416, 768",-6432.0000,784.0000
1,District 6 Sigma,Exclusive,?,"-6432, -784","-6448, -768","-6448, -800","-6416, -800","-6416, -768",-6432.0000,-784.0000
1,District 6 Sigma,Exclusive,?,"-6432, 816","-6448, 800","-6448, 832","-6416, 832","-6416, 800",-6432.0000,816.0000
1,District 6 Sigma,Exclusive,?,"-6432, -816","-6448, -800","-6448, -832","-6416, -832","-6416, -800",-6432.0000,-816.0000
1,District 6 Sigma,Exclusive,?,"-7088, 1824","-7072, 1808","-7072, 1840","-7104, 1840","-7104, 1808",-7088.0000,1824.0000
1,District 6 Sigma,Exclusive,?,"-7088, -1824","-7072, -1808","-7072, -1840","-7104, -1840","-7104, -1808",-7088.0000,-1824.0000
1,District 6 Sigma,Exclusive,?,"-7088, 1856","-7072, 1840","-7072, 1872","-7104, 1872","-7104, 1840",-7088.0000,1856.0000
1,District 6 Sigma,Exclusive,?,"-7088, -1856","-7072, -1840","-7072, -1872","-7104, -1872","-7104, -1840",-7088.0000,-1856.0000
1,District 6 Sigma,Exclusive,?,"-7088, 1888","-7072, 1872","-7072, 1904","-7104, 1904","-7104, 1872",-7088.0000,1888.0000
1,District 6 Sigma,Exclusive,?,"-7088, -1888","-7072, -1872","-7072, -1904","-7104, -1904","-7104, -1872",-7088.0000,-1888.0000
1,District 6 Sigma,Exclusive,?,"-7120, 1824","-7104, 1808","-7104, 1840","-7136, 1840","-7136, 1808",-7120.0000,1824.0000
1,District 6 Sigma,Exclusive,?,"-7120, -1824","-7104, -1808","-7104, -1840","-7136, -1840","-7136, -1808",-7120.0000,-1824.0000
1,District 6 Sigma,Exclusive,?,"-7120, 1888","-7104, 1872","-7104, 1904","-7136, 1904","-7136, 1872",-7120.0000,1888.0000
1,District 6 Sigma,Exclusive,?,"-7120, -1888","-7104, -1872","-7104, -1904","-7136, -1904","-7136, -1872",-7120.0000,-1888.0000
1,District 6 Sigma,Exclusive,?,"-7152, 1824","-7136, 1808","-7136, 1840","-7168, 1840","-7168, 1808",-7152.0000,1824.0000
1,District 6 Sigma,Exclusive,?,"-7152, -1824","-7136, -1808","-7136, -1840","-7168, -1840","-7168, -1808",-7152.0000,-1824.0000
1,District 6 Sigma,Exclusive,?,"-7152, 1856","-7136, 1840","-7136, 1872","-7168, 1872","-7168, 1840",-7152.0000,1856.0000
1,District 6 Sigma,Exclusive,?,"-7152, -1856","-7136, -1840","-7136, -1872","-7168, -1872","-7168, -1840",-7152.0000,-1856.0000
1,District 6 Sigma,Exclusive,?,"-7152, 1888","-7136, 1872","-7136, 1904","-7168, 1904","-7168, 1872",-7152.0000,1888.0000
1,District 6 Sigma,Exclusive,?,"-7152, -1888","-7136, -1872","-7136, -1904","-7168, -1904","-7168, -1872",-7152.0000,-1888.0000
1,District 6 Sigma,Exclusive,?,"-7658, 0","-7674, -16","-7674, 16","-7642, 16","-7642, -16",-7658.0000,0.0000
1,District 6 Sigma,Exclusive,?,"-7658, 32","-7674, 16","-7674, 48","-7642, 48","-7642, 16",-7658.0000,32.0000
1,District 6 Sigma,Exclusive,?,"-7658, -32","-7674, -48","-7674, -16","-7642, -16","-7642, -48",-7658.0000,-32.0000
1,District 6 Sigma,Exclusive,?,"-7690, 32","-7706, 16","-7706, 48","-7674, 48","-7674, 16",-7690.0000,32.0000
1,District 6 Sigma,Exclusive,?,"-7690, -32","-7706, -48","-7706, -16","-7674, -16","-7674, -48",-7690.0000,-32.0000
1,District 6 Sigma,Exclusive,?,"-7722, 0","-7738, -16","-7738, 16","-7706, 16","-7706, -16",-7722.0000,0.0000
1,District 6 Sigma,Exclusive,?,"-7722, 32","-7738, 16","-7738, 48","-7706, 48","-7706, 16",-7722.0000,32.0000
1,District 6 Sigma,Exclusive,?,"-7722, -32","-7738, -48","-7738, -16","-7706, -16","-7706, -48",-7722.0000,-32.0000
1,District 6 Sigma,Exclusive,?,"-7968, 368","-7952, 352","-7952, 384","-7984, 384","-7984, 352",-7968.0000,368.0000
1,District 6 Sigma,Exclusive,?,"-7968, -368","-7952, -352","-7952, -384","-7984, -384","-7984, -352",-7968.0000,-368.0000
1,District 6 Sigma,Exclusive,?,"-7968, 400","-7952, 384","-7952, 416","-7984, 416","-7984, 384",-7968.0000,400.0000
1,District 6 Sigma,Exclusive,?,"-7968, -400","-7952, -384","-7952, -416","-7984, -416","-7984, -384",-7968.0000,-400.0000
1,District 6 Sigma,Exclusive,?,"-7968, 432","-7952, 416","-7952, 448","-7984, 448","-7984, 416",-7968.0000,432.0000
1,District 6 Sigma,Exclusive,?,"-7968, -432","-7952, -416","-7952, -448","-7984, -448","-7984, -416",-7968.0000,-432.0000
1,District 6 Sigma,Exclusive,?,"-8000, 368","-7984, 352","-7984, 384","-8016, 384","-8016, 352",-8000.0000,368.0000
1,District 6 Sigma,Exclusive,?,"-8000, -368","-7984, -352","-7984, -384","-8016, -384","-8016, -352",-8000.0000,-368.0000
1,District 6 Sigma,Exclusive,?,"-8000, 432","-7984, 416","-7984, 448","-8016, 448","-8016, 416",-8000.0000,432.0000
1,District 6 Sigma,Exclusive,?,"-8000, -432","-7984, -416","-7984, -448","-8016, -448","-8016, -416",-8000.0000,-432.0000
1,District 6 Sigma,Exclusive,?,"-8032, 368","-8016, 352","-8016, 384","-8048, 384","-8048, 352",-8032.0000,368.0000
1,District 6 Sigma,Exclusive,?,"-8032, -368","-8016, -352","-8016, -384","-8048, -384","-8048, -352",-8032.0000,-368.0000
1,District 6 Sigma,Exclusive,?,"-8032, 400","-8016, 384","-8016, 416","-8048, 416","-8048, 384",-8032.0000,400.0000
1,District 6 Sigma,Exclusive,?,"-8032, -400","-8016, -384","-8016, -416","-8048, -416","-8048, -384",-8032.0000,-400.0000
1,District 6 Sigma,Exclusive,?,"-8032, 432","-8016, 416","-8016, 448","-8048, 448","-8048, 416",-8032.0000,432.0000
1,District 6 Sigma,Exclusive,?,"-8032, -432","-8016, -416","-8016, -448","-8048, -448","-8048, -416",-8032.0000,-432.0000
1,District 5 Omega,Exclusive,?,"-1328, 3072","-1344, 3088","-1344, 3056","-1312, 3056","-1312, 3088",-1328.0000,3072.0000
1,District 5 Omega,Exclusive,?,"-1328, 3104","-1344, 3120","-1344, 3088","-1312, 3088","-1312, 3120",-1328.0000,3104.0000
1,District 5 Omega,Exclusive,?,"-1328, 3136","-1344, 3152","-1344, 3120","-1312, 3120","-1312, 3152",-1328.0000,3136.0000
1,District 5 Omega,Exclusive,?,"-1360, 3072","-1376, 3088","-1376, 3056","-1344, 3056","-1344, 3088",-1360.0000,3072.0000
1,District 5 Omega,Exclusive,?,"-1360, 3136","-1376, 3152","-1376, 3120","-1344, 3120","-1344, 3152",-1360.0000,3136.0000
1,District 5 Omega,Exclusive,?,"-1392, 3072","-1408, 3088","-1408, 3056","-1376, 3056","-1376, 3088",-1392.0000,3072.0000
1,District 5 Omega,Exclusive,?,"-1392, 3104","-1408, 3120","-1408, 3088","-1376, 3088","-1376, 3120",-1392.0000,3104.0000
1,District 5 Omega,Exclusive,?,"-1392, 3136","-1408, 3152","-1408, 3120","-1376, 3120","-1376, 3152",-1392.0000,3136.0000
1,District 5 Omega,Exclusive,?,"-1728, 3792","-1744, 3808","-1744, 3776","-1712, 3776","-1712, 3808",-1728.0000,3792.0000
1,District 5 Omega,Exclusive,?,"-1728, 3824","-1744, 3840","-1744, 3808","-1712, 3808","-1712, 3840",-1728.0000,3824.0000
1,District 5 Omega,Exclusive,?,"-1728, 3856","-1744, 3872","-1744, 3840","-1712, 3840","-1712, 3872",-1728.0000,3856.0000
1,District 5 Omega,Exclusive,?,"-1760, 3792","-1776, 3808","-1776, 3776","-1744, 3776","-1744, 3808",-1760.0000,3792.0000
1,District 5 Omega,Exclusive,?,"-1760, 3856","-1776, 3872","-1776, 3840","-1744, 3840","-1744, 3872",-1760.0000,3856.0000
1,District 5 Omega,Exclusive,?,"-1792, 3792","-1808, 3808","-1808, 3776","-1776, 3776","-1776, 3808",-1792.0000,3792.0000
1,District 5 Omega,Exclusive,?,"-1792, 3824","-1808, 3840","-1808, 3808","-1776, 3808","-1776, 3840",-1792.0000,3824.0000
1,District 5 Omega,Exclusive,?,"-1792, 3856","-1808, 3872","-1808, 3840","-1776, 3840","-1776, 3872",-1792.0000,3856.0000
1,District 5 Omega,Exclusive,?,"-2048, 4144","-2032, 4160","-2032, 4128","-2064, 4128","-2064, 4160",-2048.0000,4144.0000
1,District 5 Omega,Exclusive,?,"-2048, 4176","-2032, 4192","-2032, 4160","-2064, 4160","-2064, 4192",-2048.0000,4176.0000
1,District 5 Omega,Exclusive,?,"-2048, 4208","-2032, 4224","-2032, 4192","-2064, 4192","-2064, 4224",-2048.0000,4208.0000
1,District 5 Omega,Exclusive,?,"-2048, 5712","-2032, 5696","-2032, 5728","-2064, 5728","-2064, 5696",-2048.0000,5712.0000
1,District 5 Omega,Exclusive,?,"-2048, 5744","-2032, 5728","-2032, 5760","-2064, 5760","-2064, 5728",-2048.0000,5744.0000
1,District 5 Omega,Exclusive,?,"-2048, 5776","-2032, 5760","-2032, 5792","-2064, 5792","-2064, 5760",-2048.0000,5776.0000
1,District 5 Omega,Exclusive,?,"-2080, 4144","-2064, 4160","-2064, 4128","-2096, 4128","-2096, 4160",-2080.0000,4144.0000
1,District 5 Omega,Exclusive,?,"-2080, 4208","-2064, 4224","-2064, 4192","-2096, 4192","-2096, 4224",-2080.0000,4208.0000
1,District 5 Omega,Exclusive,?,"-2080, 5712","-2064, 5696","-2064, 5728","-2096, 5728","-2096, 5696",-2080.0000,5712.0000
